iso2,country,authority,roles,website,access_state,http_status,final_url,title,candidate_link_count,candidate_urls,error
HR,Croatia,Croatian Financial Services Supervisory Agency,securities;insurance;pensions,http://www.hanfa.hr/,reachable,200,https://www.hanfa.hr/,HANFA - HANFA / Hrvatska agencija za nadzor financijskih usluga,1,https://www.hanfa.hr/vijesti/pruzanje-kriptousluga-od-1-srpnja-2026-za-drustva-obvezna-kriptolicenca-i-upis-u-hanfine-registre-a-korisnike-se-poziva-na-oprez/,
HR,Croatia,Croatian National Bank,central_banking;prudential_supervision,http://www.hnb.hr/home,reachable,200,https://www.hnb.hr/naslovnica,Naslovnica,0,,
CU,Cuba,Central Bank of Cuba,central_banking;prudential_supervision,https://www.bc.gob.cu/,timeout,,https://www.bc.gob.cu/,,0,,The operation was aborted due to timeout
CU,Cuba,Direccion General de Investigacion de Operaciones Financieras (DGIOF),financial_intelligence,http://www.dgiof.bc.gob.cu:8081/,network-error,,http://www.dgiof.bc.gob.cu:8081/,,0,,fetch failed
CW,Curaçao,Central Bank of Curaçao and Sint Maarten,central_banking;prudential_supervision;insurance,http://www.centralbank.cw/,challenge-protected,403,https://www.centralbank.cw/,Just a moment...,0,,
CW,Curaçao,Intelligence Unit – Curaçao (FIU -  Curaçao),financial_intelligence,http://mot.cw/web/motweb/motweb.nsf/web/home?opendocument,network-error,,http://mot.cw/web/motweb/motweb.nsf/web/home?opendocument,,0,,fetch failed
CY,Cyprus,Central Bank of Cyprus,central_banking;prudential_supervision,https://www.centralbank.cy/en//home,challenge-protected,200,https://www.centralbank.cy/en//home,Central Bank of Cyprus - Home,1,https://www.centralbank.cy/en/administrative-sanctions-and-measures,
CY,Cyprus,Cyprus Securities and Exchange Commission,securities,http://www.cysec.gov.cy/,challenge-protected,200,https://www.cysec.gov.cy/el-GR/home/,Επιτροπή Κεφαλαιαγοράς Κύπρου | Οικοσελίδα,10,https://www.cysec.gov.cy/el-GR/cysec/privacy-notice/;https://www.cysec.gov.cy/el-GR/public-info/decisions/;https://www.cysec.gov.cy/el-GR/public-info/court-decisions/;https://www.cysec.gov.cy/el-GR/public-info/administrative-sanctions/;https://www.cysec.gov.cy/el-GR/legislation/sanctions/;https://www.cysec.gov.cy/public-info/administrative-sanctions/;https://www.cysec.gov.cy/el-GR/legislation/sanctions/notifications/104219/;https://www.cysec.gov.cy/el-GR/legislation/sanctions/notifications/104218/;https://www.cysec.gov.cy/el-GR/legislation/sanctions/notifications/104204/;https://www.cysec.gov.cy/home/decisions/,
CY,Cyprus,Unit for Combating Money Laundering (MOKAS),financial_intelligence,http://www.law.gov.cy/law/mokas/mokas.nsf/index_en/index_en?OpenDocument,reachable,200,https://www.law.gov.cy/law/mokas/mokas.nsf/index_en/index_en?OpenDocument,ΜΟΚΑΣ,0,,
CZ,Czechia,Czech National Bank,central_banking;prudential_supervision;securities;insurance;pensions,http://www.cnb.cz/en/index.html,reachable,200,https://www.cnb.cz/en/index.html,Czech National Bank,6,https://www.cnb.cz/en/monetary-policy/bank-board-decisions/;https://www.cnb.cz/en/financial-stability/cnb-board-decision/;https://www.cnb.cz/en/supervision-financial-market/conduct-of-supervision/public-notices/;https://www.cnb.cz/en/supervision-financial-market/conduct-of-supervision/final-administrative-decisions-of-the-czech-national-bank/;https://www.cnb.cz/en/monetary-policy/bank-board-decisions/CNB-Board-decisions-1785999600000/?tab=record;https://www.cnb.cz/en/monetary-policy/bank-board-decisions/CNB-Board-decisions-1785999600000/?tab=transcript,
CZ,Czechia,Financial Analytical Unit (FAU-CR),financial_intelligence,http://www.financnianalytickyurad.cz/,challenge-protected,200,https://www.fau.gov.cz/,Úvodní stránka | FAÚ,1,https://www.fau.gov.cz/cs/rozcestnik/reseni-nekterych-zivotnich-situaci/informaciya-dlya-arendatorov-nedvizhimosti-nahodya-196,
CD,Democratic Republic of the Congo,Cellule Nationale des Renseignements Financiers (CENAREF),financial_intelligence,https://www.cenaref.org/,reachable,200,https://www.cenaref.org/,Accueil - CENAREF,0,,
CD,Democratic Republic of the Congo,Central Bank of Congo,central_banking;prudential_supervision,https://www.bcc.cd/,reachable,200,https://www.bcc.cd/,Banque Centrale du Congo,0,,
CD,Democratic Republic of the Congo,Insurance Regulatory and Supervisory Authority (ARCA),insurance,http://www.arca.cd/,reachable,200,https://arca.cd/,Arca - Autorité de Régulation et de Contrôle des Assurances,0,,
DK,Denmark,Danish Financial Supervisory Authority,prudential_supervision;securities;insurance,http://www.finanstilsynet.dk/en.aspx,http-error,404,https://www.finanstilsynet.dk/en.aspx,,0,,
DK,Denmark,Danmarks Nationalbank,central_banking;prudential_supervision,http://www.nationalbanken.dk/,reachable,200,https://www.nationalbanken.dk/en,Website of Danmarks Nationalbank,0,,
DK,Denmark,The Money Laundering Secretariat (FIU Denmark),financial_intelligence,https://www.hvidvask.dk/,reachable,200,https://hvidvask.dk/,Forside | Hvidvasksekretariatet | National enhed for Særlig Kriminalitet,0,,
DJ,Djibouti,Banque Centrale de Djibouti,central_banking;prudential_supervision,https://banque-centrale.dj/,reachable,200,https://banque-centrale.dj/,BANQUE CENTRALE DE DJIBOUTI – Garante de la stabilité financière.,0,,
DM,Dominica,Eastern Caribbean Central Bank,central_banking;prudential_supervision,http://www.eccb-centralbank.org/,reachable,200,https://www.eccb-centralbank.org/,Home | Eastern Caribbean Central Bank - Eastern Caribbean Central Bank,0,,
DM,Dominica,Financial Intelligence Unit Dominica (FIU-Dominica),financial_intelligence,http://fiu.gov.dm/,reachable,200,https://fiu.gov.dm/,Home - Financial Intelligence Unit,0,,
DO,Dominican Republic,Central Bank of the Dominican Republic,central_banking,http://www.bancentral.gov.do/,reachable,200,https://www.bancentral.gov.do/,Banco Central de la República Dominicana,2,https://www.bancentral.gov.do/a/d/2569-leyes-decretos-y-disposiciones-afines;https://bancentral.gov.do/a/resoluciones,
DO,Dominican Republic,Pensions Superintendency,pensions,https://www.sipen.gob.do/,reachable,200,https://sipen.gob.do/,SIPEN - Superintendencia de Pensiones · SIPEN,5,https://sipen.gob.do/normativas/resoluciones-del-cnss;https://sipen.gob.do/normativas/resoluciones-de-la-sipen;https://sipen.gob.do/normativas/resoluciones-de-la-ccrli;https://sipen.gob.do/normativas/resoluciones-de-la-ctd;https://sipen.gob.do/normativas/otras-leyes-afines,
DO,Dominican Republic,Superintendencia de Bancos,prudential_supervision,http://www.sib.gob.do/,network-error,,http://www.sib.gob.do/,,0,,fetch failed
DO,Dominican Republic,Superintendencia de Seguros,insurance,http://www.superseguros.gob.do/,reachable,200,https://sis.gob.do/,Superintendencia de Seguros - OGTIC y el Gabinete de Innovación,6,https://sis.gob.do/transparencia/sanciones/;https://sis.gob.do/wp-content/uploads/2024/04/Resolucion-05-2026-Sobre-cierre-definitivo-de-la-compania-Seguros-Cibao-S.R.L.pdf;https://sis.gob.do/wp-content/uploads/2024/04/Resolucion-Conclafit-2025-01.pdf;https://sis.gob.do/wp-content/uploads/2025/02/Circular-10-Modificacion-cronograma-de-trabajo-entrada-en-vigencia-Resolucion-01-24.pdf;https://sis.gob.do/wp-content/uploads/2024/04/Resolucion-07-2025-Que-modifica-y-actualiza-los-limites-minimos-seguros-motocicletas.pdf;https://sis.gob.do/wp-content/uploads/2025/02/Circular-01-2025-Continuacion-de-los-trabajos-concernientes-con-la-resolucion-No.-01-2024.pdf,
DO,Dominican Republic,Superintendencia del Mercado de Valores,securities,http://www.simv.gob.do/,challenge-protected,403,https://www.simv.gob.do/,Just a moment...,0,,
DO,Dominican Republic,Unidad de Analisis Financiero (UAF),financial_intelligence,https://www.uaf.gob.do/,reachable,200,https://www.uaf.gob.do/,Inicio,1,https://www.un.org/securitycouncil/es/content/un-sc-consolidated-list,
EC,Ecuador,Central Bank of Ecuador,central_banking,https://www.bce.fin.ec/en,reachable,200,https://www.bce.fin.ec/en/,Home - Central Bank of Ecuador,0,,
EC,Ecuador,Superintendencia de Bancos,prudential_supervision,http://www.superbancos.gob.ec/,timeout,,http://www.superbancos.gob.ec/,,0,,The operation was aborted due to timeout
EC,Ecuador,"Superintendencia de Compañías, Valores y Seguros",securities,http://www.supercias.gob.ec/,reachable,200,https://www.supercias.gob.ec/portalscvs/index.htm,www.supercias.gob.ec,1,https://publico.supercias.gob.ec/publicacionesCompanias/menuPublicaciones.jsf,
EC,Ecuador,Unidad de Analisis Financiero y Economico del Ecuador (UAFE),financial_intelligence,http://www.uafe.gob.ec/,reachable,200,http://www.uafe.gob.ec/,Unidad de Análisis Financiero y Económico – UAFE,5,https://www.uafe.gob.ec/wp-content/uploads/2026/07/RESOLUCION-SUSPENSION-DE-PLAZOS-Y-TERMINOS-PAS-signed.pdf;https://www.uafe.gob.ec/wp-content/uploads/2026/02/Resolucion-No.-UAFE-DG-2026-0002-Firmada.pdf;https://www.uafe.gob.ec/wp-content/uploads/2026/04/Resolucion-de-ROS-y-ATEM1-signed.pdf;http://www.uafe.gob.ec/;https://www.uafe.gob.ec/resoluciones-sujetos-obligados/,
EG,Egypt,Central Bank of Egypt,central_banking;prudential_supervision,https://www.cbe.org.eg/en,reachable,200,https://www.cbe.org.eg/en,Request Rejected,0,,
EG,Egypt,Egyptian Money Laundering and Terrorist Financing Combating Unit (EMLCU),financial_intelligence,https://www.mlcu.org.eg/ar/,reachable,200,https://www.mlcu.org.eg/ar/,Request Rejected,0,,
EG,Egypt,Financial Regulatory Authority*,securities;insurance;pensions,http://www.fra.gov.eg/,timeout,,http://www.fra.gov.eg/,,0,,The operation was aborted due to timeout
SV,El Salvador,Central Reserve Bank of El Salvador,central_banking;prudential_supervision,http://www.bcr.gob.sv/,reachable,200,https://www.bcr.gob.sv/,Banco Central de Reserva,0,,
SV,El Salvador,Financial Investigation Unit El Salvador (UIF – El Salvador),financial_intelligence,http://www.uif.gob.sv/,timeout,,http://www.uif.gob.sv/,,0,,The operation was aborted due to timeout
SV,El Salvador,Superintendencia del Sistema Financiero,prudential_supervision;securities;pensions,http://www.ssf.gob.sv/,timeout,,http://www.ssf.gob.sv/,,0,,The operation was aborted due to timeout
SV,El Salvador,Superintendencia del Sistema Financiero,insurance,,no-public-website,,,,0,,
GQ,Equatorial Guinea,Agencia Nacional de Investigación Financiera (ANIF),financial_intelligence,https://www.anif.gq/,network-error,,https://www.anif.gq/,,0,,fetch failed
GQ,Equatorial Guinea,Bank of Central African States,central_banking,https://www.beac.int/,challenge-protected,200,https://www.beac.int/,Accueil - BEAC,2,https://www.beac.int/politique-monetaire/decisions-de-politique-monetaire/;https://www.beac.int/p-des-changes/circulaires-et-decisions/,
GQ,Equatorial Guinea,Commission de Surveillance du Marché Financier de l'Afrique Centrale (Securities and Exchange Commission of Central Africa),securities,http://www.cosumaf.org/,challenge-protected,403,https://www.cosumaf.org/,Just a moment...,0,,
GQ,Equatorial Guinea,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,http://cima-afrique.org/,reachable,200,https://cima-afrique.org/,CIMA – Conférence Interafricaine des Marchés d’Assurance,2,https://cima-afrique.org/decisions-du-cma/;https://cima-afrique.org/decisions-de-la-crca/,
ER,Eritrea,Bank of Eritrea,prudential_supervision,,no-public-website,,,,0,,
EE,Estonia,Bank of Estonia,central_banking;prudential_supervision,http://www.eestipank.ee/en,reachable,200,https://www.eestipank.ee/en,Eesti Pank,0,,
EE,Estonia,Estonian Financial Intelligence Unit (Estonian FIU),financial_intelligence,https://www.fiu.ee/,reachable,200,https://www.fiu.ee/,Avaleht | Rahapesu Andmebüroo,1,https://facebook.com/102210322426157_1025691216755449,
EE,Estonia,Estonian Financial Supervision Authority,prudential_supervision;securities;insurance,http://www.fi.ee/,reachable,200,https://www.fi.ee/et,Finantsinspektsioon | Avaleht,0,,
SZ,Eswatini,Eswatini Financial Intelligence Centre (EFIC),financial_intelligence,https://www.efic.org.sz/,reachable,200,https://www.efic.org.sz/,Eswatini Financial Intelligence Centre (EFIC),3,https://www.efic.org.sz/compliance/enforcement/;https://www.efic.org.sz/media/notices/;https://main.un.org/securitycouncil/en/content/un-sc-consolidated-list,
SZ,Eswatini,Financial Services Regulatory Authority (FSRA),insurance;pensions,http://www.fsra.co.sz/,reachable,200,https://www.fsra.co.sz/,Financial Services Regulatory Authority (FSRA) Eswatini,11,https://www.fsra.co.sz/enforcement-notices/;https://www.fsra.co.sz/docs/Public_Notice_Fairtree.pdf;https://www.fsra.co.sz/docs/Public%20Notice_Pulse%20Glide.pdf;https://www.fsra.co.sz/docs/fsrainsika.jpg;https://www.fsra.co.sz/docs/doc02903620211209112016.pdf;https://www.fsra.co.sz/enforcement-notices/docs/Public_Notice_Fairtree.pdf;https://www.fsra.co.sz/enforcement-notices/docs/Public%20Notice_Pulse%20Glide.pdf;https://www.fsra.co.sz/enforcement-notices/docs/fsrainsika.jpg;https://www.fsra.co.sz/enforcement-notices/docs/Termination%20of%20license%202.pdf;https://www.fsra.co.sz/enforcement-notices/docs/PUBLIC%20WARNING%20-%20QZ%20Asset%20Management.pdf;https://www.fsra.co.sz/enforcement-notices/docs/doc02903620211209112016.pdf,
SZ,Eswatini,The Central Bank of Eswatini,central_banking;prudential_supervision,http://www.centralbank.org.sz/,reachable,200,https://www.centralbank.org.sz/,Central Bank – Umntsholi wemaswati,0,,
ET,Ethiopia,Ethiopian Financial Intelligence Centre (EFIC),financial_intelligence,http://www.fic.gov.et/,network-error,,http://www.fic.gov.et/,,0,,fetch failed
ET,Ethiopia,National Bank of Ethiopia,central_banking;prudential_supervision,http://www.nbe.gov.et/,reachable,200,https://nbe.gov.et/,National Bank of Ethiopia – National Bank of Ethiopia,1,https://nbe.gov.et/public-notice-2/,
FJ,Fiji,Fiji  Financial Intelligence Unit (Fiji-FIU),financial_intelligence,http://www.fijifiu.gov.fj/,reachable,200,http://www.fijifiu.gov.fj/,IIS Windows Server,0,,
FJ,Fiji,Reserve Bank of Fiji,central_banking;prudential_supervision,http://www.rbf.gov.fj/,reachable,200,https://www.rbf.gov.fj/,Reserve Bank of Fiji,0,,
FI,Finland,Bank of Finland,central_banking;prudential_supervision,http://www.suomenpankki.fi/en/,reachable,200,https://www.suomenpankki.fi/en/,Bank of Finland's web service,5,https://www.suomenpankki.fi/en/Monetary-policy/monetary-policy-decisions/;https://www.suomenpankki.fi/en/news-and-topical/decisions-by-the-ecbs-governing-council/;https://www.suomenpankki.fi/en/bank-of-finland/our-strategy/ECB-and-the-eurosystem/decision-making/;https://www.suomenpankki.fi/en/news-and-topical/press-releases-and-news/releases/2026/reference-rate-and-penalty-interest-rates-for-1-july--31-december-2026/;https://www.rahamuseo.fi/en/financial-literacy-centre/,
FI,Finland,Financial Intelligence Unit (RAP),financial_intelligence,https://vm.fi/en/prevention-of-money-laundering,reachable,200,https://vm.fi/en/money-laundering,Preventing money laundering and terrorist financing - Valtiovarainministeriö,2,https://vm.fi/en/sanctions-in-the-financial-markets;https://vm.fi/en/decision-making-in-wellbeing-services-counties,
FI,Finland,Financial Supervision Authority,securities;insurance,http://www.finanssivalvonta.fi/,reachable,200,https://www.finanssivalvonta.fi/,Finanssivalvonta - www.finanssivalvonta.fi,0,,
FI,Finland,Financial Supervisory Authority,prudential_supervision,http://www.fin-fsa.fi/en,reachable,200,https://www.finanssivalvonta.fi/en,Financial Supervisory Authority - www.finanssivalvonta.fi,20,https://www.finanssivalvonta.fi/en/financial-market-participants/banks/prevention-of-money-laundering-and-terrorist-financing/international-economic-sanctions-and-domestic-freezing-decisions/;https://www.finanssivalvonta.fi/en/financial-market-participants/insurance/prevention-of-money-laundering-and-terrorist-financing/international-economic-sanctions-and-domestic-freezing-decisions/;https://www.finanssivalvonta.fi/en/financial-market-participants/capital-markets/issuers-and-investors/ifrs/;https://www.finanssivalvonta.fi/en/financial-market-participants/capital-markets/prevention-of-money-laundering-and-terrorist-financing/international-economic-sanctions-and-domestic-freezing-decisions/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2026/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2026/macroprudential-decision-29-june-2026/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2026/macroprudential-decision-25-march-2026/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2025/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2025/macroprudential-decision-17-december-2025/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2025/macroprudential-decision-29-September-2025/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2025/macroprudential-decision-26-june-2025/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2025/macroprudential-decision-25-march-2025/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2024/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2024/macroprudential-decision-17-december-2024/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2024/macroprudential-decision-30-september-2024/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2024/macroprudential-decision-26-june-2024/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2024/macroprudential-decision-27-march-2024/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2023/;https://www.finanssivalvonta.fi/en/financial-market-stability/macroprudential/macroprudential-decisions-and-appendices/macroprudential-decisions-2023/macroprudential-decision-19-december-2023/,
FR,France,Autorité de Contrôle Prudentiel et de Résolution,prudential_supervision;insurance;pensions,https://acpr.banque-france.fr/,reachable,200,https://acpr.banque-france.fr/fr,L’Autorité de contrôle prudentiel et de résolution – ACPR | Autorité de contrôle prudentiel et de résolution,6,https://acpr.banque-france.fr/fr/lacpr/notre-organisation/nos-directions-et-services/service-de-la-commission-des-sanctions;https://acpr.banque-france.fr/fr/lacpr/notre-organisation/colleges-et-commissions/commission-des-sanctions;https://acpr.banque-france.fr/fr/nos-missions/sanctionner-les-manquements;https://acpr.banque-france.fr/fr/reglementation/registre-officiel/decisions;https://acpr.banque-france.fr/fr/reglementation/registre-officiel/notices;https://acpr.banque-france.fr/fr/reglementation/recueil-des-sanctions,
FR,France,Autorité des marchés financiers*,securities,http://www.amf-france.org/,reachable,200,https://www.amf-france.org/fr,"Autorité des marchés financiers : protection de l'épargne, information des investisseurs, fonctionnement des marchés financiers | AMF",7,https://www.amf-france.org/fr/sanctions-transactions/sanctions-et-transactions-accueil;https://www.amf-france.org/fr/actualites-publications/communiques/communiques-de-la-commission-des-sanctions;https://www.amf-france.org/fr/sanctions-transactions/seances-de-la-commission-des-sanctions;https://www.amf-france.org/fr/sanction-transaction/Decisions-de-la-commission-des-sanctions;https://www.amf-france.org/fr/sanctions-transactions/recueil-de-jurisprudence;https://www.amf-france.org/fr/sanction-transaction/transaction;https://www.amf-france.org/fr/sanctions-transactions/faq,
FR,France,Bank of France,central_banking,https://www.banque-france.fr/en,reachable,200,https://www.banque-france.fr/en,Welcome to the Banque de France website | Banque de France,1,https://www.banque-france.fr/en/events/overdelivery-premium-when-monetary-policy-decisions-exceed-market-expectations,
FR,France,Intelligence Processing and Action Against Illicit Financial networks Unit (TRACFIN),financial_intelligence,http://www.economie.gouv.fr/tracfin/accueil-tracfin,challenge-protected,403,https://www.economie.gouv.fr/tracfin/accueil-tracfin,Just a moment...,0,,
GA,Gabon,Bank of Central African States,central_banking,https://www.beac.int/,challenge-protected,200,https://www.beac.int/,Accueil - BEAC,2,https://www.beac.int/politique-monetaire/decisions-de-politique-monetaire/;https://www.beac.int/p-des-changes/circulaires-et-decisions/,
GA,Gabon,Commission de Surveillance du Marché Financier de l'Afrique Centrale (Securities and Exchange Commission of Central Africa),securities,http://www.cosumaf.org/,challenge-protected,403,https://www.cosumaf.org/,Just a moment...,0,,
GA,Gabon,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,http://cima-afrique.org/,reachable,200,https://cima-afrique.org/,CIMA – Conférence Interafricaine des Marchés d’Assurance,2,https://cima-afrique.org/decisions-du-cma/;https://cima-afrique.org/decisions-de-la-crca/,
GA,Gabon,National Agency for Financial Investigation (ANIF),financial_intelligence,http://www.anif.ga/,reachable,200,https://www.anif.ga/,Accueil | Agence Nationale d'Investigation,0,,
GE,Georgia,Financial Monitoring Service of Georgia (FFMS),financial_intelligence,https://egmontgroup.org/en/content/bosnia-and-herzegovina-financial-intelligence-department,http-error,500,https://egmontgroup.org/en/content/bosnia-and-herzegovina-financial-intelligence-department,WordPress › Error,0,,
GE,Georgia,Insurance State Supervision Service of Georgia,insurance;pensions,http://www.insurance.gov.ge/,reachable,200,https://www.insurance.gov.ge/,სსიპ საქართველოს დაზღვევის სახელმწიფო ზედამხედველობის სამსახური,0,,
GE,Georgia,National Bank of Georgia,central_banking;prudential_supervision;pensions,https://www.nbg.gov.ge/en,reachable,200,https://nbg.gov.ge/en,The National Bank of Georgia,3,https://nbg.gov.ge/en/monetary-policy/committee-decisions;https://nbg.gov.ge/en/supervision/aml-cft;https://nbg.gov.ge/en/page/decisions-of-the-national-bank-of-georgia,
GE,Georgia,National Bank Of Georgia,securities,http://www.nbg.ge/,network-error,,http://www.nbg.ge/,,0,,fetch failed
DE,Germany,Deutsche Bundesbank,central_banking;prudential_supervision,http://www.bundesbank.de/,reachable,200,https://www.bundesbank.de/en,Homepage | Deutsche Bundesbank,6,https://www.bundesbank.de/en/tasks/monetary-policy/monetary-policy-decisions;https://www.bundesbank.de/en/tasks/monetary-policy/open-market-operations/regular-refinancing-and-fine-tuning-operations;https://www.bundesbank.de/en/service/financial-sanctions;https://www.bundesbank.de/en/service/reporting-systems/external-sector/faq-and-notices;https://publikationen.bundesbank.de/publikationen-en/research/research-brief/2026-84-trade-sanctions-950826;https://www.bundesbank.de/resource/blob/879838/95fecc6c538cd0cc25025968d7ad35e6/472B63F073F071307366337C94F8C870/faq-finanzsanktionen-data.pdf,
DE,Germany,Federal Financial Supervisory Authority,prudential_supervision;securities;insurance;pensions,http://www.bafin.de/,reachable,200,https://www.bafin.de/DE/home_node.html,Startseite - Bafin,9,https://www.bafin.de/SharedDocs/Veroeffentlichungen/DE/Massnahmen/40c_neu_124_WpHG/meldung_2026_08_20_effecta_gmbh.html?nn=154268;https://www.bafin.de/SharedDocs/Veroeffentlichungen/DE/Massnahmen/40c_neu_124_WpHG/meldung_2026_08_20_companisto_trust_service_xxxv_ug.html?nn=154268;https://www.bafin.de/SharedDocs/Veroeffentlichungen/DE/Massnahmen/60b_KWG_84_WpIG_und_57_GwG_anonym/meldung_2026_08_17_verwarnung_gl.html?nn=154268;https://www.bafin.de/SharedDocs/Veroeffentlichungen/DE/Massnahmen/60b_KWG_84_WpIG_und_57_GwG/meldung_2026_08_13_state_bank_of_india_zweigniederlassung_frankfurt_am_main.html?nn=154268;https://www.bafin.de/SharedDocs/Veroeffentlichungen/DE/Massnahmen/60b_KWG_84_WpIG_und_57_GwG_anonym/meldung_2026_08_10_verwarnung_gl.html?nn=154268;https://www.bafin.de/SharedDocs/Veroeffentlichungen/DE/Massnahmen/60b_KWG_84_WpIG_und_57_GwG/meldung_2026_08_03_norddeutschen_landesbank_girozentrale.html?nn=154268;https://www.bafin.de/SharedDocs/Veroeffentlichungen/DE/Massnahmen/40c_neu_124_WpHG/meldung_2026_07_30_leo_international_precision_health_ag.html?nn=154268;https://www.bafin.de/SharedDocs/Veroeffentlichungen/DE/Massnahmen/60b_KWG_84_WpIG_und_57_GwG/meldung_2026_07_28_crefo_factoring_westfalen_gmbh.html?nn=154268;https://www.bafin.de/SiteGlobals/Forms/Suche/Expertensuche/Servicesuche_Formular.html?pageLocale=de&templateQueryString=&submit=&cl2Categories_Format=meldung&cl2Categories_Format=massnahme&cl2Categories_Thema=-(%22unerlaubte%20gesch%C3%A4fte%22)&cl2Categories_Thema=-(%22verbraucherschutz%22)&sortOrder=searchDate_dt%20desc,
DE,Germany,Financial Intelligence Unit Germany (FIU),financial_intelligence,http://www.fiu.bund.de/,reachable,200,https://www.zoll.de/DE/FIU/fiu_node.html,Zoll online - FIU,8,https://www.zoll.de/DE/FIU/DE/Privatpersonen/Zentralstelle-Sanktionsdurchsetzung/zentralstelle-sanktionsdurchsetzung_node.html;https://www.zoll.de/DE/FIU/DE/Unternehmen/Zentralstelle-Sanktionsdurchsetzung/zentralstelle-sanktionsdurchsetzung_node.html;https://www.zoll.de/DE/FIU/DE/Fachthemen/Pruefungen-und-Ueberwachungsmassnahmen/pruefungen-und-ueberwachungsmassnahmen_node.html;https://www.zoll.de/DE/FIU/DE/Fachthemen/Aussenwirtschaft-Bargeldverkehr/Embargomassnahmen/embargomassnahmen_node.html;https://www.zoll.de/DE/FIU/DE/Fachthemen/Pruefungen-und-Ueberwachungsmassnahmen/Allgemeines/allgemeines_node.html;https://www.zoll.de/DE/FIU/DE/Fachthemen/Pruefungen-und-Ueberwachungsmassnahmen/Pruefungen/pruefungen_node.html;https://www.zoll.de/DE/FIU/DE/Fachthemen/Pruefungen-und-Ueberwachungsmassnahmen/%C3%9Cberwachungsmassnahmen/ueberwachungsmassnahmen_node.html;https://www.zoll.de/DE/FIU/DE/Fachthemen/Pruefungen-und-Ueberwachungsmassnahmen/Verschluesselte-Kommunikation/verschluesselte-kommunikation_node.html,
GH,Ghana,Bank of Ghana,central_banking;prudential_supervision,http://www.bog.gov.gh/,timeout,,http://www.bog.gov.gh/,,0,,The operation was aborted due to timeout
GH,Ghana,Financial Intelligence Centre Ghana (FIC),financial_intelligence,http://fic.gov.gh/,timeout,,http://fic.gov.gh/,,0,,The operation was aborted due to timeout
GH,Ghana,National Insurance Commission Ghana,insurance,,no-public-website,,,,0,,
GH,Ghana,National Pensions Regulatory Authority,pensions,https://npra.gov.gh/,reachable,200,https://npra.gov.gh/,NPRA,5,https://npra.gov.gh/news-and-events/public-notices/;https://npra.gov.gh/news-and-events/public-notices/public-notice-on-approved-schemes-2/;https://npra.gov.gh/news-and-events/public-notices/public-notice-on-licensed-individual-trustees-in-good-standing-as-of-the-month-ending-2026/;https://npra.gov.gh/news-and-events/public-notices/notice-of-new-fees-and-charges2026/;https://npra.gov.gh/news-and-events/public-notices/new-post-page-5/,
GH,Ghana,Securities and Exchange Commission,securities,http://www.sec.gov.gh/,http-error,404,http://www.sec.gov.gh/,Not Found,0,,
GI,Gibraltar,Financial Services Commission,prudential_supervision;securities;insurance,http://www.fsc.gi/,challenge-protected,403,https://www.fsc.gi/,Just a moment...,0,,
GI,Gibraltar,Gibraltar Financial Intelligence Unit (GCID GFIU),financial_intelligence,http://gfiu.gov.gi/,challenge-protected,200,http://gfiu.gov.gi/,Gibraltar Financial Intelligence Unit | Fighting economic crime through intelligence,1,http://gfiu.gov.gi/sanctions,
GR,Greece,Bank of Greece,central_banking;prudential_supervision;insurance,https://www.bankofgreece.gr/en,challenge-protected,403,https://www.bankofgreece.gr/en,Access Denied,0,,
